time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
32.05,-5.1778837028422,-10.0527772297431,-25.6845575326818,-1.02003930779154,-1.90012624075662,16.0252569570601,-4.48612470754151,-8.99581725728616,-16.8859710301044,-2.08991888539359,0.228915086097436,12.7415122364275
32.055,-5.17134288816837,-10.051188306476,-25.6773028015445,-1.01675608081142,-1.90553759320533,16.0213473201132,-4.48122256396365,-8.99630042934493,-16.8904293156033,-2.08948111869148,0.225456981823588,12.733097654631
32.06,-5.16477949540453,-10.0501245762439,-25.6702462474722,-1.01354508571049,-1.9111361777312,16.015520280564,-4.47577880773222,-8.99625041471203,-16.8939918223411,-2.0889012319707,0.221287823347771,12.7242344351591
32.065,-5.15824063892269,-10.0495997475558,-25.663450287188,-1.01042091978167,-1.91689848630939,16.0079208953627,-4.46984385350767,-8.99565896996349,-16.8966903697347,-2.08819239060861,0.216447645988007,12.7150488632362
32.07,-5.15177949562817,-10.0496301109303,-25.6569897292384,-1.00740075617466,-1.92279459929796,15.998743157697,-4.46347365333337,-8.99451706542407,-16.8985628219762,-2.08737237435136,0.210988481652201,12.7056958160776
32.075,-5.14545426786437,-10.0502338860498,-25.6509495356772,-1.00450405089987,-1.92878823160181,15.9882239089036,-4.45672893815359,-8.99281541007898,-16.8996527438175,-2.08646300546612,0.204973655953526,12.6963546379895
32.08,-5.13932688922665,-10.0514304762761,-25.6454220912524,-1.00175211640722,-1.9348370073912,15.9766350144445,-4.44967423737932,-8.9905449805503,-16.900008820943,-2.08548944079368,0.198476768013596,12.6872238102541
32.085,-5.13346150987031,-10.0532396571201,-25.6405040616121,-0.99916757700376,-1.94089297227481,15.9642740719244,-4.44237669886121,-8.98769753560552,-16.8996840577918,-2.08447935374712,0.191580364635483,12.6785145952628
32.09,-5.12792280461246,-10.0556807283776,-25.636292944873,-0.996773725937139,-1.94690334906701,15.9514539823089,-4.43490473715867,-8.98426609800109,-16.8987347757329,-2.08346203613212,0.184374327751604,12.6704438848615
32.095,-5.12277415326031,-10.0587716616252,-25.6328834410782,-0.994593807789168,-1.95281153879087,15.9384917686733,-4.42732654341295,-8.9802453865359,-16.8972194436364,-2.08246745267332,0.176954001663268,12.6632265261492
32.1,-5.11807574877403,-10.0625282754891,-25.6303637810564,-0.992650252717464,-1.95855836262739,15.9256970698525,-4.41970849608536,-8.97563218304546,-16.8951973811227,-2.08152528307862,0.169418094239763,12.6570674334581
32.105,-5.11388269504574,-10.0669634705003,-25.6288121689102,-0.990963891064512,-1.96408353295658,15.9133607676977,-4.41211351832295,-8.97042562169919,-16.8927273820133,-2.0806639872473,0.161866393994098,12.6521538213464
32.11,-5.11024316136858,-10.0720865533983,-25.6282934988488,-0.989553178036084,-1.96932733176757,15.9017442223499,-4.40459943401722,-8.9646273912882,-16.8898663113996,-2.07990992882078,0.154397353180881,12.6486479068695
32.115,-5.10719666380492,-10.077902677419,-25.6288565050106,-0.988433458558048,-1.97423246201584,15.8910695847038,-4.39721737964042,-8.95824184505405,-16.8866677336106,-2.07928659060051,0.147105596034442,12.646680425994
32.12,-5.10477254353339,-10.0844124204128,-25.6305314903617,-0.987616301913721,-1.97874602219094,15.8815116244685,-4.39001033175863,-8.95127601680238,-16.8831806294435,-2.07881391218535,0.140079420740559,12.6463452853112
